cmd,created_at,fit_points_id,fitness,hit_count,points_id,source
stack ( LR ( C = 0.1 ) ),2026-02-16T14:22:49,"(127912421856560, 127912421855504)","(0.4151785714285714,)",2,"(127912421854544, 127912421854832)",gui
bag ( XGB ( n_estimators = 1 ) ),2026-02-16T14:22:49,"(127912421856560, 127912421855504)","(0.3973214285714286,)",67,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 100 )",2026-02-16T14:22:49,"(127912421856560, 127912421855504)","(0.3303571428571429,)",7,"(127912421854544, 127912421854832)",gui
bag ( NB ( var_smoothing = 1e-6 ) ; final_estimator = NB ),2026-02-16T14:22:50,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , criterion = gini ) ; final_estimator = DT )",2026-02-16T14:22:50,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( n_estimators = 200 ) ),2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.3616071428571429,)",2,"(127912421854544, 127912421854832)",gui
stack ( KNN ( n_neighbors = 50 ) ),2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.4241071428571429,)",5,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini ) )",2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.3392857142857143,)",4,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 3 , criterion = gini ) ; final_estimator = XGB )",2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
ada ( DT ( max_depth = 200 ) ),2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.4553571428571429,)",2,"(127912421854544, 127912421854832)",gui
"bag ( XGB ( n_estimators = 10 , max_depth = 50 ) ; final_estimator = DT )",2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"ada ( GB ( n_estimators = 3 , learning_rate = 0.1 ) ; n_estimators = 2 )",2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.3526785714285714,)",2,"(127912421854544, 127912421854832)",gui
ada ( DT ( max_depth = 1 ) ),2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.3616071428571429,)",1,"(127912421854544, 127912421854832)",gui
ada ( LR ( C = 10 ) ; n_estimators = 1 ),2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.4107142857142857,)",1,"(127912421854544, 127912421854832)",gui
"ada ( DT ( max_depth = 100 , criterion = gini , min_samples_split = 0.5 ) )",2026-02-16T14:22:51,"(127912421856560, 127912421855504)","(0.40625,)",0,"(127912421854544, 127912421854832)",gui
"ada ( RF ( n_estimators = 2 , max_depth = 5 ) ; voting = soft )",2026-02-16T14:22:52,"(127912421856560, 127912421855504)","(0.4241071428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = log_loss ) ; final_estimator = NB )",2026-02-16T14:22:52,"(127912421856560, 127912421855504)","(0.3392857142857143,)",3,"(127912421854544, 127912421854832)",gui
bag ( RF ( max_depth = 3 ) ),2026-02-16T14:22:52,"(127912421856560, 127912421855504)","(0.3571428571428571,)",79,"(127912421854544, 127912421854832)",gui
ada ( RF ( max_depth = 50 ) ; final_estimator = LR ),2026-02-16T14:22:52,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
vote ( NB ( var_smoothing = 1e-6 ) ; voting = hard ),2026-02-16T14:22:52,"(127912421856560, 127912421855504)","(0.3705357142857143,)",4,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , criterion = entropy , min_samples_split = 3 ) ; final_estimator = RF )",2026-02-16T14:22:52,"(127912421856560, 127912421855504)","(0.4732142857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( GB ( learning_rate = 0.1 ) , NB ( var_smoothing = 1e-7 ) ; voting = hard )",2026-02-16T14:22:53,"(127912421856560, 127912421855504)","(0.3883928571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 200 , max_depth = 50 ) ; final_estimator = LR )",2026-02-16T14:22:54,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
stack ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 3 ),2026-02-16T14:22:54,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 100 ),2026-02-16T14:22:54,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
ada ( RF ( n_estimators = 100 ) ; n_estimators = 3 ),2026-02-16T14:22:54,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 10 , max_depth = 200 ) )",2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.3973214285714286,)",0,"(127912421854544, 127912421854832)",gui
stack ( NB ( var_smoothing = 1e-8 ) ; n_estimators = 3 ),2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.3794642857142857,)",2,"(127912421854544, 127912421854832)",gui
stack ( RF ( n_estimators = 3 ) ; final_estimator = DT ),2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.4241071428571429,)",0,"(127912421854544, 127912421854832)",gui
stack ( NB ( var_smoothing = 1e-7 ) ; voting = hard ),2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.3794642857142857,)",2,"(127912421854544, 127912421854832)",gui
vote ( GB ( learning_rate = 50 ) ; n_estimators = 5 ),2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.6294642857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 3 , max_depth = 1 ) ; n_estimators = 2 )",2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"bag ( RF ( n_estimators = 5 , max_depth = 50 ) )",2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.375,)",1,"(127912421854544, 127912421854832)",gui
"ada ( DT ( max_depth = 2 , criterion = log_loss ) )",2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.3660714285714286,)",7,"(127912421854544, 127912421854832)",gui
"bag ( LR ( C = 100 , max_iter = 200 ) ; n_estimators = 2 )",2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.3883928571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( SVM ( C = 100 , kernel = sigmoid ) )",2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.4375,)",1,"(127912421854544, 127912421854832)",gui
vote ( DT ( max_depth = 3 ) ; voting = hard ),2026-02-16T14:22:55,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"ada ( GB ( n_estimators = 100 , learning_rate = 200 ) ; voting = hard )",2026-02-16T14:23:01,"(127912421856560, 127912421855504)","(0.59375,)",0,"(127912421854544, 127912421854832)",gui
bag ( RF ( max_depth = 1 ) ; n_estimators = 5 ),2026-02-16T14:23:01,"(127912421856560, 127912421855504)","(0.3348214285714286,)",2,"(127912421854544, 127912421854832)",gui
ada ( RF ( max_depth = 2 ) ; n_estimators = 1 ),2026-02-16T14:23:01,"(127912421856560, 127912421855504)","(0.3482142857142857,)",1,"(127912421854544, 127912421854832)",gui
"bag ( GB ( n_estimators = 3 , learning_rate = 200 ) )",2026-02-16T14:23:01,"(127912421856560, 127912421855504)","(0.5401785714285714,)",0,"(127912421854544, 127912421854832)",gui
bag ( GB ( learning_rate = 50 ) ),2026-02-16T14:23:02,"(127912421856560, 127912421855504)","(0.6205357142857143,)",5,"(127912421854544, 127912421854832)",gui
stack ( RF ( n_estimators = 10 ) ),2026-02-16T14:23:02,"(127912421856560, 127912421855504)","(0.3973214285714286,)",2,"(127912421854544, 127912421854832)",gui
ada ( RF ( max_depth = 1 ) ; n_estimators = 50 ),2026-02-16T14:23:05,"(127912421856560, 127912421855504)","(0.3616071428571429,)",1,"(127912421854544, 127912421854832)",gui
bag ( RF ( max_depth = 2 ) ),2026-02-16T14:23:05,"(127912421856560, 127912421855504)","(0.34375,)",36,"(127912421854544, 127912421854832)",gui
ada ( LR ( C = 200 ) ),2026-02-16T14:23:06,"(127912421856560, 127912421855504)","(0.4196428571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( LR ( C = 0.1 ) , DT ( max_depth = 2 , criterion = log_loss ) , GB ( n_estimators = 50 ) , GB ( n_estimators = 10 , learning_rate = 0.1 ) , DT ( max_depth = 3 ) , LR ( penalty = l1 ) )",2026-02-16T14:23:06,"(127912421856560, 127912421855504)","(0.3526785714285714,)",0,"(127912421854544, 127912421854832)",gui
ada ( RF ( max_depth = 100 ) ; n_estimators = 2 ),2026-02-16T14:23:06,"(127912421856560, 127912421855504)","(0.3973214285714286,)",0,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 3 , criterion = gini ) )",2026-02-16T14:23:06,"(127912421856560, 127912421855504)","(0.3392857142857143,)",3,"(127912421854544, 127912421854832)",gui
stack ( XGB ( n_estimators = 5 ) ; voting = hard ),2026-02-16T14:23:06,"(127912421856560, 127912421855504)","(0.3348214285714286,)",1,"(127912421854544, 127912421854832)",gui
"vote ( NB ( var_smoothing = 1e-7 ) , NB ( var_smoothing = 1e-8 ) , RF ( max_depth = 50 ) , RF ( n_estimators = 200 ) , KNN ( n_neighbors = 200 ) ; final_estimator = KNN )",2026-02-16T14:23:07,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
bag ( KNN ( n_neighbors = 10 ) ),2026-02-16T14:23:07,"(127912421856560, 127912421855504)","(0.40625,)",5,"(127912421854544, 127912421854832)",gui
"stack ( XGB ( n_estimators = 3 , max_depth = 200 ) )",2026-02-16T14:23:07,"(127912421856560, 127912421855504)","(0.4107142857142857,)",1,"(127912421854544, 127912421854832)",gui
ada ( RF ( max_depth = 2 ) ; n_estimators = 3 ),2026-02-16T14:23:07,"(127912421856560, 127912421855504)","(0.34375,)",1,"(127912421854544, 127912421854832)",gui
ada ( RF ( n_estimators = 3 ) ),2026-02-16T14:23:07,"(127912421856560, 127912421855504)","(0.3883928571428571,)",3,"(127912421854544, 127912421854832)",gui
stack ( RF ( n_estimators = 2 ) ),2026-02-16T14:23:07,"(127912421856560, 127912421855504)","(0.4598214285714286,)",2,"(127912421854544, 127912421854832)",gui
vote ( RF ( n_estimators = 3 ) ; final_estimator = LR ),2026-02-16T14:23:07,"(127912421856560, 127912421855504)","(0.4241071428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( LR ( C = 0.1 ) , DT ( max_depth = 2 , criterion = log_loss ) , GB ( n_estimators = 50 ) , GB ( n_estimators = 10 , learning_rate = 100 ) , XGB ( n_estimators = 5 , max_depth = 1 ) , GB ( n_estimators = 2 ) , NB ( var_smoothing = 1e-8 ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T14:23:08,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
stack ( NB ( var_smoothing = 1e-6 ) ; final_estimator = DT ),2026-02-16T14:23:08,"(127912421856560, 127912421855504)","(0.3794642857142857,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , criterion = log_loss , min_samples_split = 50 ) ; n_estimators = 100 )",2026-02-16T14:23:08,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
bag ( LR ( penalty = l1 ) ; voting = soft ),2026-02-16T14:23:08,"(127912421856560, 127912421855504)","(0.40625,)",9,"(127912421854544, 127912421854832)",gui
"stack ( LR ( C = 50 , max_iter = 100 ) , DT ( max_depth = 100 , min_samples_leaf = 50 ) )",2026-02-16T14:23:08,"(127912421856560, 127912421855504)","(0.3883928571428571,)",0,"(127912421854544, 127912421854832)",gui
stack ( GB ( n_estimators = 1 ) ),2026-02-16T14:23:08,"(127912421856560, 127912421855504)","(0.34375,)",8,"(127912421854544, 127912421854832)",gui
"bag ( RF ( n_estimators = 3 , max_depth = 50 ) )",2026-02-16T14:23:08,"(127912421856560, 127912421855504)","(0.4375,)",0,"(127912421854544, 127912421854832)",gui
bag ( SVM ( kernel = linear ) ),2026-02-16T14:23:08,"(127912421856560, 127912421855504)","(0.4107142857142857,)",14,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 100 )",2026-02-16T14:23:08,"(127912421856560, 127912421855504)","(0.34375,)",1,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 200 , max_depth = 50 ) ; final_estimator = KNN )",2026-02-16T14:23:09,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
ada ( RF ( max_depth = 2 ) ; final_estimator = RF ),2026-02-16T14:23:12,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
vote ( NB ( var_smoothing = 1e-8 ) ; voting = hard ),2026-02-16T14:23:12,"(127912421856560, 127912421855504)","(0.3705357142857143,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = NB )",2026-02-16T14:23:12,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 ),2026-02-16T14:23:12,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
stack ( XGB ( n_estimators = 50 ) ; n_estimators = 3 ),2026-02-16T14:23:13,"(127912421856560, 127912421855504)","(0.4241071428571429,)",0,"(127912421854544, 127912421854832)",gui
"bag ( RF ( n_estimators = 3 , max_depth = 200 ) )",2026-02-16T14:23:13,"(127912421856560, 127912421855504)","(0.4107142857142857,)",2,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 5 , criterion = log_loss ) )",2026-02-16T14:23:13,"(127912421856560, 127912421855504)","(0.375,)",1,"(127912421854544, 127912421854832)",gui
ada ( RF ( max_depth = 2 ) ; final_estimator = GB ),2026-02-16T14:23:15,"(127912421856560, 127912421855504)","(0.3839285714285714,)",1,"(127912421854544, 127912421854832)",gui
bag ( SVM ( C = 100 ) ),2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.3794642857142857,)",12,"(127912421854544, 127912421854832)",gui
stack ( NB ( var_smoothing = 1e-6 ) ; n_estimators = 2 ),2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.3794642857142857,)",1,"(127912421854544, 127912421854832)",gui
"bag ( RF ( n_estimators = 1 , max_depth = 100 ) )",2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"ada ( LR ( C = 50 , max_iter = 3 ) )",2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.4196428571428571,)",0,"(127912421854544, 127912421854832)",gui
"ada ( GB ( n_estimators = 3 , learning_rate = 0.1 ) ; n_estimators = 1 )",2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.34375,)",1,"(127912421854544, 127912421854832)",gui
stack ( DT ( criterion = log_loss ) ; n_estimators = 3 ),2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.4955357142857143,)",1,"(127912421854544, 127912421854832)",gui
"ada ( RF ( n_estimators = 3 , max_depth = 200 ) )",2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.4107142857142857,)",0,"(127912421854544, 127912421854832)",gui
ada ( RF ( n_estimators = 100 ) ; voting = hard ),2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.4151785714285714,)",1,"(127912421854544, 127912421854832)",gui
"ada ( LR ( C = 10 , max_iter = 10 ) ; n_estimators = 3 )",2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.40625,)",0,"(127912421854544, 127912421854832)",gui
"bag ( RF ( n_estimators = 2 , max_depth = 1 ) )",2026-02-16T14:23:16,"(127912421856560, 127912421855504)","(0.3616071428571429,)",2,"(127912421854544, 127912421854832)",gui
bag ( SVM ( kernel = rbf ) ),2026-02-16T14:23:17,"(127912421856560, 127912421855504)","(0.3883928571428571,)",14,"(127912421854544, 127912421854832)",gui
vote ( DT ( max_depth = 3 ) ; voting = soft ),2026-02-16T14:23:17,"(127912421856560, 127912421855504)","(0.34375,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 3 , criterion = gini ) ; n_estimators = 2 )",2026-02-16T14:23:17,"(127912421856560, 127912421855504)","(0.34375,)",1,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 50 , max_depth = 5 ) ; n_estimators = 100 )",2026-02-16T14:23:17,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"bag ( XGB ( n_estimators = 200 , max_depth = 50 ) ; final_estimator = DT )",2026-02-16T14:23:18,"(127912421856560, 127912421855504)","(0.4107142857142857,)",0,"(127912421854544, 127912421854832)",gui
"ada ( DT ( max_depth = 1 , criterion = gini ) ; final_estimator = GB )",2026-02-16T14:23:18,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
stack ( LR ( penalty = l2 ) ; voting = hard ),2026-02-16T14:23:18,"(127912421856560, 127912421855504)","(0.4107142857142857,)",3,"(127912421854544, 127912421854832)",gui
bag ( LR ( penalty = elasticnet ) ),2026-02-16T14:23:18,"(127912421856560, 127912421855504)","(0.4017857142857143,)",37,"(127912421854544, 127912421854832)",gui
"bag ( RF ( n_estimators = 3 , max_depth = 10 ) )",2026-02-16T14:23:18,"(127912421856560, 127912421855504)","(0.4017857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( NB ( var_smoothing = 1e-9 ) , LR ( C = 100 , max_iter = 50 ) ; voting = hard )",2026-02-16T14:23:18,"(127912421856560, 127912421855504)","(0.4151785714285714,)",0,"(127912421854544, 127912421854832)",gui
"ada ( DT ( max_depth = 3 , criterion = log_loss ) )",2026-02-16T14:23:18,"(127912421856560, 127912421855504)","(0.4285714285714286,)",0,"(127912421854544, 127912421854832)",gui
ada ( RF ( max_depth = 1 ) ; n_estimators = 1 ),2026-02-16T14:23:18,"(127912421856560, 127912421855504)","(0.3303571428571429,)",0,"(127912421854544, 127912421854832)",gui
bag ( KNN ( n_neighbors = 5 ) ; n_estimators = 100 ),2026-02-16T14:23:19,"(127912421856560, 127912421855504)","(0.4196428571428571,)",0,"(127912421854544, 127912421854832)",gui
"ada ( GB ( n_estimators = 3 , learning_rate = 0.1 ) ; voting = soft )",2026-02-16T14:23:19,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 100 , criterion = gini ) ; final_estimator = DT )",2026-02-16T14:23:19,"(127912421856560, 127912421855504)","(0.4776785714285714,)",0,"(127912421854544, 127912421854832)",gui
"ada ( GB ( n_estimators = 3 , learning_rate = 0.1 ) ; n_estimators = 200 )",2026-02-16T14:23:20,"(127912421856560, 127912421855504)","(0.3883928571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( GB ( n_estimators = 200 , learning_rate = 0.1 ) )",2026-02-16T14:23:21,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"ada ( DT ( max_depth = 100 , criterion = gini ) )",2026-02-16T14:23:21,"(127912421856560, 127912421855504)","(0.4642857142857143,)",0,"(127912421854544, 127912421854832)",gui
